text1,text2,semantic_similarity_score
eu aiming fuel development aid european union finance minister meet thursday discus proposal including tax jet fuel boost development aid poorer nation present fuel used airline enjoys either low tax rate untaxed eu member state tax would implemented full consultation airline eu said,anti-tremor mouse stop pc shake special adaptor help people hand tremor control computer mouse easily developed people hand tremor find hard use conventional mouse simple computer task erratic movement cursor screen three million briton sort hand tremor condition said uk national tremor foundation using computer mouse well known extremely hard people tremor delighted hear technology developed address problem said karen walsh uk national tremor foundation tremor often affect older people hit age,0.4759398
dj double act revamp chart show dj duo jk joel taking bbc radio 1 flagship chart show sunday adding showbiz news celebrity interview between-song banter radio 1 chart show institution remains station single popular show say jk also known jason king change involved ejecting previous host wes butter relocating king dj partner joel ross weekend afternoon radio 1 slot personally buy downloads rather cd single say 27-year-old ross premature people say single chart dead ross add,mr king said way properly combat so-called distributed denial-of-service attack intelligent net-based system many gambling site suffering ddos attack offshore data hosting centre large scale data flood could knock access many site one criminal targeting said mr king malcolm seagrave security expert energis said common type attack hit site 10 megabyte data short period time bigger attack sending 200 megabyte traffic rarely seen said far attack involving gigabyte data said mr seagrave maria capella spokeswoman net provider pipex said ddos attack height customer getting hit every four five day understanding genuine traffic keeping attack traffic going site said,0.72239995
mr blair told bbc control order would used limited circumstance critic opposition civil right activist worried home secretary power issue detention order government continuing insist control order must issued home secretary shami chakrabarti director civil liberty pressure group liberty said able issue control order main issue,several high-profile legal case file-sharers resolved year firm keen try make money p2p technology since first successful file-sharing network napster forced close entertainment industry nervous critical p2p technology blaming falling sale piracy music film industry started big legal case owner legitimate p2p network illegal individual accused distributing pirated content network slowly realised p2p good way distribute content said travis kalanick founder chairman p2p network red swoosh soon going want slice legal action resolved experimentation p2p happen said michael wei president streamcast network p2p net used share kind file like photo free software licensed music digital content many net user continue ignore entertainment industry potential controlling grip content p2p technology continuing use creation looking p2p future file sharing beginning p2p network far mr broes concerned,0.6239068
child access law shake-up planned parent refuse allow former partner contact child could electronically tagged plan considered minister curfew community service order option could used court order allow parental access defied lord falconer said plan include parenting plan give advice access arrangement based real-life example worked past extending in-court conciliation informal hearing contested court case better access legal emotional practical advice telephone internet legal aid change give incentive early resolution dispute would like see couple develop plan source court order know stand know minimum access said conservative government would bring radical reform family court well enforcing legal presumption co-parenting compulsory mediation,police probe bnp mosque leaflet police investigating british national party leaflet posted home south wale opposing plan new mosque swansea muslim community raising money open new mosque community centre former st andrew united reform church quite shocked see sort leaflet bnp swansea said andy richards swansea uaf said leaflet exactly come expect bnp,0.70624596
man city 0-2 man utd manchester united reduced chelsea premiership lead nine point scrappy victory manchester city wayne rooney met gary neville cross near post low shot went via deflection richard dunne put united ahead neville delivered cross carbon copy city best first-half chance rooney showed mcmanaman even needed help dunne leg 75 minute scored horrible goal attempting volley clear rooney cross united seemed home dry still four good chance two gone 2-0 one mcmanaman missed similar one wayne rooney scored man city james mill bradley wright-phillips 83 dunne distin thatcher shaun wright-phillips barton macken 68 sibierski mcmanaman musampa fowler man utd carroll gary neville ferdinand brown heinze shea ronaldo 33 keane fortune fletcher giggs 64 rooney scholes phil neville 84,nominated leave channel 4 show fellow housemate alongside happy monday dancer bez according bookmaker ladbrokes john mccririck 1/3 favourite evicted monday bez 9/4,0.68497705
apple ipod family expands market apple expanded ipod family release next generation digital music player latest challenge growing digital music gadget market include ipod mini model hold 6gb compared previous 4gb company hope keep dominant place digital music market also said gold coloured version mini would dropped original ipod took early lead digital music player market thanks large storage capacity simple design according mr mcguire research suggests people like idea building huge library music high-capacity storage device like ipod creative zen,moreno debut make oscar mark catalina sandino moreno joined rare group actress nominated oscar starring foreign language film,0.43182534
strong quarterly growth nike nike reported best second-quarter earnings helped strong demand athletic shoe converse sneaker philip knight chairman chief executive said nike second-quarter revenue earnings per share reached all-time high level result solid performance across global portfolio,lg card threatened collapse huge debt firm creditor former parent stepped rescue lg card need financial aid laah chong-gyu executive director korea development bank one firm creditor said,0.44521195
trend show gaming big-hitting game console title appeal hardcore gamers said panel expert casual game like poker pool bridge bingo puzzle-based title played online downloaded onto mobile device gender neutral different genre attracted different player hardcore gamers playing halo playing poker pool based research said geoff graber director yahoo game attracts 12 million gamers month key type title chance give people may see gamers dip game liked,said spam e-mail directing people site started circulating two day ago shortly domain name site registered m sander said dec contacted u net registrar handle domain ownership net hosting firm keeping site web m sander said sending spam e-mail solicit donation dec style would never canvas support way none e-mail address supplied site work real owner domain obscured publicly available net record,0.5822792
viewer able shape tv imagine editing titanic watch favourite bit cutting slushier moment star war leave bare bone action-fest new medium new millennium nm2 endgame development completely new medium genre allow audience create medium world based specific interest taste three-year project work seven production develops set software tool allow viewer edit content need moment interactive gaming limited form interactive tv usually mean allowing audience vote show also important tool sophisticated enough obey complex rule cinematography editing said john wyver tv producer illumination television limited also involved project,star pay tribute actor davis hollywood star including spike lee burt reynolds oscar nominee alan alda paid tribute actor ossie davis funeral new york veteran star ossie davis well-known civil right activist died miami age 87 4 february 2005. ossie hero still said aviator star alan alda family friend forty year,0.60970145
laser help bridge network gap indian telecommunication firm turned laser help overcome problem setting voice data network country 12 month laser helped firm set network 700 location laser bridge route data speed 1.25gbps 2 000 time faster 512kbps broadband connection tata running hardware modest speed 1-2mbps laser link also take far le time set get working said mr sridharan,labour attacked howard poster labour accused using anti-semitic image poster critic claim depict tory leader michael howard fagin mr howard comment anti-semitism claim asked poster monday jewish chronicle editor ned temko said mixed reaction first poster e-mail jewish chronicle reader showed deeper concern hypnotism image labour mp louise ellman said hypnotism image insensitive urged people rush call thing anti-semitic challenged tory economic policy,0.50322306
million buy mp3 player u one 10 adult american equivalent 22 million people owns mp3 player according survey study pew internet american life project found mp3 player gadget choice among affluent young american 22 million american mp3 player 59 men compared 41 woman,star pay tribute actor davis hollywood star including spike lee burt reynolds oscar nominee alan alda paid tribute actor ossie davis funeral new york veteran star ossie davis well-known civil right activist died miami age 87 4 february 2005. ossie hero still said aviator star alan alda family friend forty year,0.65386283
winter freeze keep oil 50 oil price carried rising wednesday cold weather side north atlantic pushed u crude price four-month high freezing temperature heavy snowfall took crude oil price past 50 barrel tuesday first time since november several opec member said tuesday cut production unlikely citing rising price strong demand oil asia,microsoft debut security tool microsoft releasing tool clean pc harbouring virus spyware virus-fighting program updated monthly precursor microsoft releasing dedicated anti-virus software although initially free thought soon microsoft charging user anti-spyware tool last year microsoft also released sp2 upgrade window xp closed many security loophole software made easier people manage anti-virus firewall program,0.6579652
dominated prime minister monthly news conference saw mr blair start full irritation mode forced bat away question question relationship neighbour arrange press conference last moment coincided mr brown long-arranged keynote speech aid debt asked mr blair moved irritation mode barely disguised fury setting far timing prime minister press conference concerned two option claimed embarrassed fact gordon brown appeared taken initiative government response disaster mr blair still holiday egypt fact used article guardian newspaper set believed manifesto embarked mini tour britain set aid plan next week visit africa mission often seen prime minister turf added impression rival camp operating entirely independently,tory reject rethink axed mp sacked mp howard flight local conservative association insisted candidate general election russell tanguay agent arundel south down tory said mr flight ineligible candidate association seeking substitute mr tanguay backed view tuesday saying howard flight ineligible stand conservative party candidate two local councillor back mr flight met mr tanguay local association chairman arundel tuesday afternoon comment left meeting mr flight say stand candidate unless local party instructs extraordinary general meeting egm,0.7597747
japan bank share link talk share sumitomo mitsui financial smfg daiwa security jumped amid speculation two japan biggest financial company merge smfg president yoshifumi nishikawa said company needed bolster business,respond produced detailed map example road network river village large-scale map useful general planning purpose said einar bjorgo unosat un satellite mapping organisation part respond consortium respond supply map aid group via web compact disc humanitarian group darfur making good use respond map respond rapid imaging allowed aid group find way around wadi allowing mark map road washed time,0.4776324
t-mobile bet pocket office t-mobile launched latest pocket office third-generation 3g device also built-in wi-fi high-speed wireless net access reflecting growing need connected outside office announced would introduce flat-fee £20 38 month wi-fi tariff people uk using wi-fi hotspot also announced installing high-speed wi-fi certain train service uk london brighton service provide commuter fast net connection said something similar in-train wi-fi service offered gner train offer yet,top gig award scissor sister new york band scissor sister gig year award performance year v festival award voted listener virgin radio compiled top 10 mostly dominated newcomer music scene year,0.68498755
olivier rochus beat third seed nicolas kiefer 6-7 4-7 7-6 8-6 7-5 take second seed joachim johansson,crude oil price back 50 cold weather across part united state much europe pushed u crude oil price 50 barrel first time almost three month several opec member said cut production unlikely citing rising price strong demand oil asia think need cut unless price falling 35 barrel added,0.518924
broadband fuel online expression fast web access encouraging people express online research suggests demo report looked impact broadband people net habit according analyst nielsen//netratings 50 22.8 million uk net user regularly accessing web home month logging high speed spend twice long online people dial-up connection viewing average 1 444 page per month,security warning fbi virus u federal bureau investigation warning computer virus spread via e-mail purport fbi attachment e-mail contains virus fbi said,0.5529303
spam e-mail tempt net shopper computer user across world continue ignore security warning spam e-mail lured buying good report suggests research covered 6 000 people six country attitude towards junk e-mail revealed brazilian likely read spam third read unsolicited junk e-mail 66 buy good service receiving spam,submission also call decent wage training people working manufacturing sector,0.293243
nintendo add medium playing d nintendo releasing adapter d handheld console play music video nintendo d successor hugely successful gameboy handheld game console went sale japan 2 december,eurovision great battle star eurovision song contest show 50-year history compete celebrate contest anniversary 50th anniversary special held denmark later year danish broadcasting corporation came idea all-time contest,0.5511393
el guerrouj target cross country double olympic champion hicham el guerrouj set make rare appearance world cross country championship france quite decided event compete prior london world cross country event also special definite possibility said two-time champion,rover assistant manager mark bowen said matt small operation trim knee cartilage rover assistant bos forecast longer time spell amoruso availability first-team duty,0.49501818
wilkinson lead england fly-half jonny wilkinson named england new rugby union captain three november test wilkinson scored 817 point 52 international kicked winning drop-goal final second extra-time england 2003 rugby world cup triumph australia honoured andy want captain follow lawrence martin mean lot inspirational men given much england rugby many year,rate went five time november 2003 bank sought cool housing market consumer debt remained unchanged since august rising interest rate accompanying slowdown housing market knocked consumer optimism causing sharp fall demand expensive good according report earlier week british retail consortium cbi chief economist ian mccafferty said economy slowed recent month response rate rise difficult gauge christmas period likely pace activity summer far evidence suggests last year rate increase helped rebalance economy without damaging recovery manufacturing said eef chief economist steve radley,0.6735437
film production fall 40 uk number british film produced uk fell 40 2004 movie starring johnny depp jude law among affected screen daily said uk film council said drop partly due 2003 especially good year british film production bridget jones edge reason wimbledon thunderbird filmed uk early predict whether downward trend uk production would continue throughout 2005 uk film council said,recession commonly defined two consecutive quarter negative growth although japanese government take factor account judging status economy japan economy grew 2.6 overall last year fuelled strong performance first month forecast see growth 2.1 2005. japan economy seen stretch moderate growth past decade periodically slipped back recession,0.7600297
surge led animated movie howl moving castle took 20bn yen £102m become biggest film japan 2004. last samurai starring tom cruise biggest foreign movie hit japan last year taking 13.8bn yen £70.7m,china continues breakneck growth china economy expanded breakneck 9.5 2004 faster predicted well 2003 9.1 china raised rate 0.27 percentage point 5.8 first hike nine year october 2004. despite apparent rebalancing economy overall growth picture remains strong economist said,0.7271379
tragedy left least 25 000 people dead sri lanka thailand india indonesia worst hit analyst said figure likely rise country tourist industry likely hardest hit malaysia said many 1 000 fisherman affected damage industry significant agence france presse reported three month rebuild 70 damage three worst hit province said juthamas siriwan governor tourism authority thailand,side hope reach negotiated deal state aid received european aircraft maker airbus u rival boeing mr mandelson said mr mandelson said eu u hoped avoid resolve dispute world trade organisation wto separately world largest package delivery company ups said placed order 10 airbus a380 superjumbo freight-carrying jet option buy 10 triple-decker aircraft,0.60406697
alfa romeo get gm engine fiat stop making six-cylinder petrol engine sporty alfa romeo subsidiary union italian carmaker said fiat yet comment matter union say new engine made gm australia,bond game fails shake stir gaming fan word goldeneye evokes excited memory james bond revival flick 1995 also classic shoot-em-up accompanied left n64 owner glued console many hour notion course add novel dark edge 007 game premise simply get juice flowing like need recent bond game like nightfire everything nothing competent fine job capturing sense flair invention glamour film franchise title lack aura bond magic shine feel like lucky accident given james bond healthy pedigree past game every reason hope blip commendable idea worked rectified character inevitably make return,0.6008357
bollywood draw global star british actress antonia bernath making debut kisna warrior poet marking growing trend non-indian star appear bollywood film directed bollywood veteran subhash ghai film set british raj bernath play army general daughter fall love rural boy kisna spurred bollywood producer trying go global aspect film-making technical artistic bollywood truly gone global say taran adarsh editor indian film journal trade guide another actress annabelle wallace play lead role bilingual romantic comedy dil jo bhi kahey whatever heart say also star indian screen legend amitabh bachchan,amicus executive due meet case although tgwu holding specially scheduled talk,0.29801238
isinbayeva 22 set 10 world record pole vault three come british soil,swap offer pirated window xp computer giant microsoft launched pilot scheme replace counterfeit version window xp legal one june software giant said major security update window xp service pack 2 would work widely pirated version operating system great opportunity user confirm authenticity window xp software whilst helping gather vital information illegal trader said alex hilton licence compliance manager microsoft,0.4776261
sullivan quick hail italian ireland coach eddie sullivan heaped praise italy seeing side stutter 28-17 victory rome hell tough game said sullivan first attack italian half 22 minute said sullivan,brazil jobless rate hit new low brazil unemployment rate fell lowest level three year december according government jobless rate average whole 2004 11.5 12.3 2003 ibge said,0.48240584
douglas set indian adventure actor michael douglas co-produce star adventure film diamond robbery set india shailendra singh founder india percept film said would lot india movie indian train would play big role,munich-based research institute ifo said confidence index fell 95.5 february 97.5 january first decline three month economy labour minister wolfgang clement called dip february ifo confidence figure mild decline analyst said ifo figure germany continuing problem may delay interest rate rise european central bank,0.46637994
da vinci code lousy history plot international bestseller thousand reader likely receive christmas present laughable clergyman said despite enjoying dan brown conspiracy theory bishop said lack evidence back claim da vinci code translated 42 language spawned cottage industry publication including guide read book rebuttal counter claim,brizzel run aaa sheffield ballymena sprinter paul brizzel among eight ireland european indoor hopeful competing weekend aaa championship in-form james mcilroy hope confirm place british team madrid winning 800m title,0.5457592
